Flight_Date,Route_ID,Aircraft_Type,Seats_Capacity,Seats_Sold,Departure_Delay_Minutes,Cancelled_Flag
2023-06-26,DXB-SYD,A380,500,465,21,0
2023-06-26,DXB-BOM,A350,300,281,26,0
2023-06-27,DXB-LHR,A350,300,271,21,1
2023-06-27,DXB-JFK,A350,300,274,20,0
2023-06-27,DXB-SIN,A350,300,260,23,0
2023-06-27,DXB-SYD,B777,350,329,30,0
2023-06-27,DXB-BOM,A350,300,258,16,0
2023-06-28,DXB-LHR,B777,350,309,23,0
2023-06-28,DXB-JFK,A350,300,274,23,0
2023-06-28,DXB-SIN,A350,300,260,26,0
2023-06-28,DXB-SYD,B777,350,326,22,0
2023-06-28,DXB-BOM,A380,500,464,31,0
2023-06-29,DXB-LHR,A350,300,273,28,0
2023-06-29,DXB-JFK,B777,350,298,22,0
2023-06-29,DXB-SIN,A350,300,267,14,0
2023-06-29,DXB-SYD,B777,350,318,17,0
2023-06-29,DXB-BOM,A380,500,441,23,0
2023-06-30,DXB-LHR,A380,500,455,26,0
2023-06-30,DXB-JFK,B777,350,329,25,0
2023-06-30,DXB-SIN,A380,500,432,17,0
2023-06-30,DXB-SYD,A380,500,446,30,0
2023-06-30,DXB-BOM,A350,300,261,23,0
2023-07-01,DXB-LHR,A350,300,264,23,0
2023-07-01,DXB-JFK,B777,350,308,17,0
2023-07-01,DXB-SIN,A350,300,273,19,1
2023-07-01,DXB-SYD,A380,500,462,22,0
2023-07-01,DXB-BOM,A350,300,284,26,0
2023-07-02,DXB-LHR,B777,350,332,27,0
2023-07-02,DXB-JFK,B777,350,306,28,0
2023-07-02,DXB-SIN,B777,350,303,29,0
2023-07-02,DXB-SYD,B777,350,315,24,1
2023-07-02,DXB-BOM,A380,500,425,23,0
2023-07-03,DXB-LHR,B777,350,319,26,0
2023-07-03,DXB-JFK,A350,300,284,28,0
2023-07-03,DXB-SIN,B777,350,307,19,0
2023-07-03,DXB-SYD,A350,300,262,25,0
2023-07-03,DXB-BOM,A380,500,449,25,0
2023-07-04,DXB-LHR,B777,350,324,21,0
2023-07-04,DXB-JFK,B777,350,325,25,0
2023-07-04,DXB-SIN,A350,300,281,43,0
2023-07-04,DXB-SYD,B777,350,303,31,0
2023-07-04,DXB-BOM,B777,350,320,22,0
2023-07-05,DXB-LHR,B777,350,298,27,0
2023-07-05,DXB-JFK,A380,500,461,19,0
2023-07-05,DXB-SIN,B777,350,306,32,0
2023-07-05,DXB-SYD,A380,500,466,31,1
2023-07-05,DXB-BOM,A380,500,470,20,0
2023-07-06,DXB-LHR,A350,300,259,16,0
2023-07-06,DXB-JFK,A380,500,449,26,0
2023-07-06,DXB-SIN,A350,300,270,27,0
2023-07-06,DXB-SYD,A380,500,454,25,0
2023-07-06,DXB-BOM,A350,300,283,27,0
2023-07-07,DXB-LHR,A350,300,277,28,0
2023-07-07,DXB-JFK,A380,500,472,27,1
2023-07-07,DXB-SIN,B777,350,325,30,0
2023-07-07,DXB-SYD,B777,350,299,25,0
2023-07-07,DXB-BOM,B777,350,302,25,0
2023-07-08,DXB-LHR,A380,500,429,20,0
2023-07-08,DXB-JFK,A380,500,432,29,0
2023-07-08,DXB-SIN,A350,300,259,24,0
2023-07-08,DXB-SYD,B777,350,309,35,0
2023-07-08,DXB-BOM,A380,500,451,28,0
2023-07-09,DXB-LHR,A380,500,443,26,0
2023-07-09,DXB-JFK,A350,300,283,25,0
2023-07-09,DXB-SIN,A380,500,469,33,0
2023-07-09,DXB-SYD,A380,500,436,25,0
2023-07-09,DXB-BOM,A350,300,265,19,0
2023-07-10,DXB-LHR,B777,350,312,36,0
2023-07-10,DXB-JFK,A380,500,439,27,0
2023-07-10,DXB-SIN,A350,300,278,25,0
2023-07-10,DXB-SYD,A380,500,438,25,0
2023-07-10,DXB-BOM,A350,300,274,21,0
2023-07-11,DXB-LHR,A380,500,432,22,0
2023-07-11,DXB-JFK,A380,500,445,24,0
2023-07-11,DXB-SIN,A380,500,457,34,0
2023-07-11,DXB-SYD,A350,300,268,16,0
2023-07-11,DXB-BOM,A350,300,255,21,0
2023-07-12,DXB-LHR,A350,300,262,23,0
2023-07-12,DXB-JFK,A380,500,425,24,0
2023-07-12,DXB-SIN,B777,350,316,24,0
2023-07-12,DXB-SYD,A380,500,429,29,0
2023-07-12,DXB-BOM,B777,350,327,24,0
2023-07-13,DXB-LHR,A380,500,472,22,1
2023-07-13,DXB-JFK,A380,500,430,26,0
2023-07-13,DXB-SIN,B777,350,314,26,0
2023-07-13,DXB-SYD,A380,500,455,24,1
2023-07-13,DXB-BOM,B777,350,324,18,0
2023-07-14,DXB-LHR,A380,500,455,30,0
2023-07-14,DXB-JFK,B777,350,305,27,0
2023-07-14,DXB-SIN,A350,300,270,17,0
2023-07-14,DXB-SYD,B777,350,330,20,0
2023-07-14,DXB-BOM,A380,500,442,16,0
2023-07-15,DXB-LHR,B777,350,326,25,0
2023-07-15,DXB-JFK,A350,300,275,21,0
2023-07-15,DXB-SIN,A380,500,446,21,0
2023-07-15,DXB-SYD,B777,350,309,20,0
2023-07-15,DXB-BOM,A350,300,271,18,0
2023-07-16,DXB-LHR,A350,300,265,23,0
2023-07-16,DXB-JFK,A350,300,265,24,0
2023-07-16,DXB-SIN,A350,300,276,14,0
2023-07-16,DXB-SYD,B777,350,326,28,0
2023-07-16,DXB-BOM,B777,350,317,19,0
2023-07-17,DXB-LHR,A380,500,473,23,1
2023-07-17,DXB-JFK,A350,300,279,24,0
2023-07-17,DXB-SIN,B777,350,309,25,0
2023-07-17,DXB-SYD,A380,500,471,20,0
2023-07-17,DXB-BOM,B777,350,309,37,0
2023-07-18,DXB-LHR,A380,500,474,23,0
2023-07-18,DXB-JFK,A380,500,465,18,0
2023-07-18,DXB-SIN,A380,500,458,22,0
2023-07-18,DXB-SYD,A350,300,258,20,0
2023-07-18,DXB-BOM,B777,350,315,26,0
2023-07-19,DXB-LHR,B777,350,328,29,0
2023-07-19,DXB-JFK,A380,500,427,33,0
2023-07-19,DXB-SIN,A350,300,255,23,0
2023-07-19,DXB-SYD,A350,300,267,28,0
2023-07-19,DXB-BOM,B777,350,313,30,0
2023-07-20,DXB-LHR,A350,300,270,28,0
2023-07-20,DXB-JFK,A380,500,455,30,0
2023-07-20,DXB-SIN,A380,500,464,36,0
2023-07-20,DXB-SYD,A350,300,268,30,0
2023-07-20,DXB-BOM,B777,350,304,38,0
2023-07-21,DXB-LHR,A380,500,449,29,0
2023-07-21,DXB-JFK,A350,300,279,31,1
2023-07-21,DXB-SIN,A350,300,266,30,0
2023-07-21,DXB-SYD,A380,500,469,24,0
2023-07-21,DXB-BOM,A380,500,446,20,0
2023-07-22,DXB-LHR,A350,300,257,28,0
2023-07-22,DXB-JFK,B777,350,312,16,0
2023-07-22,DXB-SIN,A380,500,469,23,0
2023-07-22,DXB-SYD,B777,350,303,19,0
2023-07-22,DXB-BOM,A380,500,437,32,0
2023-07-23,DXB-LHR,A380,500,438,28,0
2023-07-23,DXB-JFK,B777,350,314,26,0
2023-07-23,DXB-SIN,A380,500,448,25,0
2023-07-23,DXB-SYD,A350,300,272,17,0
2023-07-23,DXB-BOM,B777,350,332,29,0
2023-07-24,DXB-LHR,A380,500,429,34,0
2023-07-24,DXB-JFK,A350,300,260,18,1
2023-07-24,DXB-SIN,B777,350,325,26,0
2023-07-24,DXB-SYD,B777,350,330,31,0
2023-07-24,DXB-BOM,A350,300,281,25,0
2023-07-25,DXB-LHR,A380,500,425,23,0
2023-07-25,DXB-JFK,A380,500,461,24,0
2023-07-25,DXB-SIN,A380,500,428,22,0
2023-07-25,DXB-SYD,B777,350,329,25,0
2023-07-25,DXB-BOM,A380,500,462,28,0
2023-07-26,DXB-LHR,B777,350,298,18,0
2023-07-26,DXB-JFK,B777,350,298,20,0
2023-07-26,DXB-SIN,B777,350,303,19,0
2023-07-26,DXB-SYD,A380,500,440,15,0
2023-07-26,DXB-BOM,A380,500,464,23,1
2023-07-27,DXB-LHR,B777,350,331,24,0
2023-07-27,DXB-JFK,A350,300,260,21,0
2023-07-27,DXB-SIN,A350,300,259,22,0
2023-07-27,DXB-SYD,B777,350,298,26,0
2023-07-27,DXB-BOM,B777,350,300,25,0
2023-07-28,DXB-LHR,A380,500,464,29,0
2023-07-28,DXB-JFK,B777,350,332,22,0
2023-07-28,DXB-SIN,B777,350,313,23,0
2023-07-28,DXB-SYD,A350,300,267,31,0
2023-07-28,DXB-BOM,A350,300,278,18,0
2023-07-29,DXB-LHR,B777,350,329,23,0
2023-07-29,DXB-JFK,A350,300,265,26,0
2023-07-29,DXB-SIN,A350,300,259,25,0
2023-07-29,DXB-SYD,A380,500,454,30,0
2023-07-29,DXB-BOM,A380,500,458,23,0
2023-07-30,DXB-LHR,A380,500,429,27,0
2023-07-30,DXB-JFK,A380,500,434,21,0
2023-07-30,DXB-SIN,A380,500,457,19,0
2023-07-30,DXB-SYD,A380,500,425,27,0
2023-07-30,DXB-BOM,A380,500,438,19,0
2023-07-31,DXB-LHR,A350,300,266,20,0
2023-07-31,DXB-JFK,A380,500,470,30,0
2023-07-31,DXB-SIN,A380,500,465,22,0
2023-07-31,DXB-SYD,A380,500,444,31,0
2023-07-31,DXB-BOM,A350,300,271,13,0
2023-08-01,DXB-LHR,A350,300,261,22,0
2023-08-01,DXB-JFK,B777,350,321,25,0
2023-08-01,DXB-SIN,A350,300,255,32,0
2023-08-01,DXB-SYD,A350,300,263,32,1
2023-08-01,DXB-BOM,A380,500,429,23,0
2023-08-02,DXB-LHR,A380,500,433,26,0
2023-08-02,DXB-JFK,B777,350,303,21,0
2023-08-02,DXB-SIN,B777,350,320,32,0
2023-08-02,DXB-SYD,B777,350,312,28,0
2023-08-02,DXB-BOM,A380,500,432,21,0
2023-08-03,DXB-LHR,B777,350,324,25,0
2023-08-03,DXB-JFK,A350,300,273,29,0
2023-08-03,DXB-SIN,A380,500,426,21,0
2023-08-03,DXB-SYD,A380,500,431,18,0
2023-08-03,DXB-BOM,B777,350,331,30,0
2023-08-04,DXB-LHR,B777,350,326,32,0
2023-08-04,DXB-JFK,A380,500,433,26,0
2023-08-04,DXB-SIN,A350,300,262,21,0
2023-08-04,DXB-SYD,A380,500,449,31,0
2023-08-04,DXB-BOM,B777,350,324,26,0
2023-08-05,DXB-LHR,A350,300,283,22,0
2023-08-05,DXB-JFK,A350,300,260,23,1
2023-08-05,DXB-SIN,A350,300,257,22,0
2023-08-05,DXB-SYD,A380,500,454,27,1
2023-08-05,DXB-BOM,B777,350,324,19,0
2023-08-06,DXB-LHR,A380,500,469,26,0
2023-08-06,DXB-JFK,B777,350,311,21,0
2023-08-06,DXB-SIN,A350,300,283,27,0
2023-08-06,DXB-SYD,A380,500,452,29,0
2023-08-06,DXB-BOM,A350,300,255,18,0
2023-08-07,DXB-LHR,A350,300,256,22,0
2023-08-07,DXB-JFK,A350,300,278,22,0
2023-08-07,DXB-SIN,A350,300,265,25,0
2023-08-07,DXB-SYD,B777,350,331,30,0
2023-08-07,DXB-BOM,A380,500,455,20,0
2023-08-08,DXB-LHR,B777,350,305,16,0
2023-08-08,DXB-JFK,A380,500,460,22,0
2023-08-08,DXB-SIN,A350,300,277,18,0
2023-08-08,DXB-SYD,B777,350,297,23,0
2023-08-08,DXB-BOM,A380,500,458,32,1
2023-08-09,DXB-LHR,A380,500,453,17,0
2023-08-09,DXB-JFK,B777,350,313,27,0
2023-08-09,DXB-SIN,A350,300,277,25,0
2023-08-09,DXB-SYD,B777,350,306,27,1
2023-08-09,DXB-BOM,A380,500,464,23,0
2023-08-10,DXB-LHR,B777,350,298,30,0
2023-08-10,DXB-JFK,A380,500,458,24,0
2023-08-10,DXB-SIN,B777,350,309,28,0
2023-08-10,DXB-SYD,B777,350,332,29,0
2023-08-10,DXB-BOM,A380,500,437,27,0
2023-08-11,DXB-LHR,A380,500,461,31,0
2023-08-11,DXB-JFK,B777,350,300,29,0
2023-08-11,DXB-SIN,A380,500,429,15,0
2023-08-11,DXB-SYD,B777,350,321,23,0
2023-08-11,DXB-BOM,A380,500,457,26,0
2023-08-12,DXB-LHR,A380,500,467,24,0
2023-08-12,DXB-JFK,A350,300,279,22,0
2023-08-12,DXB-SIN,B777,350,316,24,0
2023-08-12,DXB-SYD,A380,500,429,24,0
2023-08-12,DXB-BOM,A380,500,441,27,0
2023-08-13,DXB-LHR,B777,350,315,34,0
2023-08-13,DXB-JFK,A380,500,432,27,0
2023-08-13,DXB-SIN,A350,300,260,29,0
2023-08-13,DXB-SYD,B777,350,311,25,0
2023-08-13,DXB-BOM,A380,500,439,30,0
2023-08-14,DXB-LHR,A380,500,427,19,0
2023-08-14,DXB-JFK,A350,300,278,22,0
2023-08-14,DXB-SIN,A380,500,437,27,0
2023-08-14,DXB-SYD,A380,500,466,29,0
2023-08-14,DXB-BOM,A380,500,464,20,0
2023-08-15,DXB-LHR,A380,500,466,23,0
2023-08-15,DXB-JFK,A350,300,281,20,0
2023-08-15,DXB-SIN,A380,500,462,20,0
2023-08-15,DXB-SYD,A350,300,280,31,0
2023-08-15,DXB-BOM,A380,500,434,21,0
2023-08-16,DXB-LHR,A380,500,434,22,0
2023-08-16,DXB-JFK,B777,350,314,21,0
2023-08-16,DXB-SIN,A350,300,282,16,0
2023-08-16,DXB-SYD,B777,350,301,38,0
2023-08-16,DXB-BOM,A350,300,268,22,1
2023-08-17,DXB-LHR,A350,300,266,30,0
2023-08-17,DXB-JFK,A350,300,262,24,0
2023-08-17,DXB-SIN,A380,500,437,27,0
2023-08-17,DXB-SYD,A350,300,269,24,0
2023-08-17,DXB-BOM,A350,300,279,29,0
2023-08-18,DXB-LHR,A380,500,435,24,0
2023-08-18,DXB-JFK,B777,350,330,33,0
2023-08-18,DXB-SIN,A380,500,454,25,0
2023-08-18,DXB-SYD,A350,300,277,31,0
2023-08-18,DXB-BOM,B777,350,323,30,1
2023-08-19,DXB-LHR,B777,350,307,24,0
2023-08-19,DXB-JFK,A380,500,434,27,0
2023-08-19,DXB-SIN,A380,500,430,16,0
2023-08-19,DXB-SYD,B777,350,306,21,0
2023-08-19,DXB-BOM,A380,500,436,24,0
2023-08-20,DXB-LHR,A380,500,428,20,0
2023-08-20,DXB-JFK,A380,500,471,18,0
2023-08-20,DXB-SIN,A380,500,463,23,0
2023-08-20,DXB-SYD,A380,500,435,21,0
2023-08-20,DXB-BOM,A380,500,466,24,0
2023-08-21,DXB-LHR,A350,300,259,18,0
2023-08-21,DXB-JFK,B777,350,299,24,0
2023-08-21,DXB-SIN,A380,500,440,34,0
2023-08-21,DXB-SYD,A350,300,267,25,0
2023-08-21,DXB-BOM,B777,350,332,20,0
2023-08-22,DXB-LHR,B777,350,298,22,0
2023-08-22,DXB-JFK,B777,350,326,32,0
2023-08-22,DXB-SIN,B777,350,312,25,0
2023-08-22,DXB-SYD,A380,500,436,34,0
2023-08-22,DXB-BOM,A380,500,452,29,0
2023-08-23,DXB-LHR,B777,350,310,17,0
2023-08-23,DXB-JFK,A350,300,265,31,0
2023-08-23,DXB-SIN,B777,350,330,22,0
2023-08-23,DXB-SYD,A380,500,463,21,1
2023-08-23,DXB-BOM,A350,300,261,19,0
2023-08-24,DXB-LHR,B777,350,300,25,0
2023-08-24,DXB-JFK,A380,500,473,21,0
2023-08-24,DXB-SIN,A380,500,425,25,0
2023-08-24,DXB-SYD,A380,500,469,26,0
2023-08-24,DXB-BOM,B777,350,303,22,0
2023-08-25,DXB-LHR,A380,500,459,30,0
2023-08-25,DXB-JFK,B777,350,325,27,0
2023-08-25,DXB-SIN,B777,350,324,25,0
2023-08-25,DXB-SYD,A380,500,445,31,0
2023-08-25,DXB-BOM,A350,300,282,22,0
2023-08-26,DXB-LHR,B777,350,304,16,0
2023-08-26,DXB-JFK,B777,350,309,32,0
2023-08-26,DXB-SIN,A350,300,255,16,0
2023-08-26,DXB-SYD,A380,500,432,30,0
2023-08-26,DXB-BOM,A380,500,433,18,0
2023-08-27,DXB-LHR,A380,500,469,18,0
2023-08-27,DXB-JFK,A380,500,451,27,0
2023-08-27,DXB-SIN,B777,350,315,25,0
2023-08-27,DXB-SYD,A350,300,255,21,0
2023-08-27,DXB-BOM,A380,500,444,16,0
2023-08-28,DXB-LHR,A350,300,278,26,0
2023-08-28,DXB-JFK,A350,300,281,31,0
2023-08-28,DXB-SIN,B777,350,309,35,1
2023-08-28,DXB-SYD,A380,500,434,13,0
2023-08-28,DXB-BOM,A350,300,268,36,0
2023-08-29,DXB-LHR,A350,300,265,20,0
2023-08-29,DXB-JFK,B777,350,309,39,0
2023-08-29,DXB-SIN,A380,500,466,28,0
2023-08-29,DXB-SYD,A350,300,262,31,0
2023-08-29,DXB-BOM,A380,500,426,29,0
2023-08-30,DXB-LHR,A350,300,274,26,0
2023-08-30,DXB-JFK,A380,500,454,18,0
2023-08-30,DXB-SIN,A350,300,262,29,0
2023-08-30,DXB-SYD,A350,300,260,29,0
2023-08-30,DXB-BOM,A350,300,273,16,0
2023-08-31,DXB-LHR,A380,500,454,20,0
2023-08-31,DXB-JFK,A380,500,457,31,0
2023-08-31,DXB-SIN,A380,500,456,27,0
2023-08-31,DXB-SYD,B777,350,297,25,0
2023-08-31,DXB-BOM,A350,300,283,22,0
2023-09-01,DXB-LHR,B777,350,269,7,0
2023-09-01,DXB-JFK,A350,300,245,19,0
2023-09-01,DXB-SIN,A380,500,409,12,0
2023-09-01,DXB-SYD,A380,500,408,21,0
2023-09-01,DXB-BOM,A380,500,393,16,0
2023-09-02,DXB-LHR,A380,500,424,23,0
2023-09-02,DXB-JFK,A350,300,238,16,0
2023-09-02,DXB-SIN,A380,500,423,19,0
2023-09-02,DXB-SYD,A350,300,243,22,0
2023-09-02,DXB-BOM,A350,300,226,18,0
2023-09-03,DXB-LHR,B777,350,281,21,0
2023-09-03,DXB-JFK,A380,500,393,17,0
2023-09-03,DXB-SIN,B777,350,268,16,0
2023-09-03,DXB-SYD,B777,350,278,21,0
2023-09-03,DXB-BOM,B777,350,293,20,0
2023-09-04,DXB-LHR,B777,350,289,10,0
2023-09-04,DXB-JFK,A350,300,240,18,0
2023-09-04,DXB-SIN,A350,300,234,16,0
2023-09-04,DXB-SYD,A350,300,250,14,0
2023-09-04,DXB-BOM,B777,350,288,16,0
2023-09-05,DXB-LHR,A380,500,406,18,0
2023-09-05,DXB-JFK,B777,350,290,14,0
2023-09-05,DXB-SIN,B777,350,271,23,0
2023-09-05,DXB-SYD,A380,500,413,9,0
2023-09-05,DXB-BOM,B777,350,272,20,0
2023-09-06,DXB-LHR,A350,300,248,10,0
2023-09-06,DXB-JFK,A350,300,227,20,0
2023-09-06,DXB-SIN,A380,500,417,17,0
2023-09-06,DXB-SYD,A350,300,249,8,0
2023-09-06,DXB-BOM,B777,350,268,27,0
2023-09-07,DXB-LHR,B777,350,263,15,0
2023-09-07,DXB-JFK,A380,500,412,12,0
2023-09-07,DXB-SIN,A350,300,250,21,0
2023-09-07,DXB-SYD,A350,300,227,14,0
2023-09-07,DXB-BOM,A380,500,401,15,0
2023-09-08,DXB-LHR,B777,350,285,28,1
2023-09-08,DXB-JFK,A380,500,398,21,0
2023-09-08,DXB-SIN,B777,350,291,15,0
2023-09-08,DXB-SYD,A380,500,423,20,0
2023-09-08,DXB-BOM,A350,300,251,14,0
2023-09-09,DXB-LHR,A380,500,405,17,0
2023-09-09,DXB-JFK,A380,500,407,16,0
2023-09-09,DXB-SIN,B777,350,267,15,0
2023-09-09,DXB-SYD,A380,500,388,23,0
2023-09-09,DXB-BOM,A380,500,419,24,1
2023-09-10,DXB-LHR,B777,350,284,17,0
2023-09-10,DXB-JFK,A350,300,238,13,0
2023-09-10,DXB-SIN,B777,350,262,12,0
2023-09-10,DXB-SYD,A380,500,417,22,0
2023-09-10,DXB-BOM,B777,350,280,17,0
2023-09-11,DXB-LHR,A350,300,254,21,0
2023-09-11,DXB-JFK,B777,350,273,15,0
2023-09-11,DXB-SIN,A380,500,400,19,0
2023-09-11,DXB-SYD,A350,300,243,20,0
2023-09-11,DXB-BOM,A350,300,252,18,0
2023-09-12,DXB-LHR,A350,300,241,20,0
2023-09-12,DXB-JFK,A350,300,253,17,1
2023-09-12,DXB-SIN,B777,350,289,21,0
2023-09-12,DXB-SYD,A380,500,396,14,0
2023-09-12,DXB-BOM,B777,350,269,6,0
2023-09-13,DXB-LHR,A350,300,231,21,0
2023-09-13,DXB-JFK,A350,300,231,21,0
2023-09-13,DXB-SIN,A380,500,376,16,0
2023-09-13,DXB-SYD,A380,500,378,25,0
2023-09-13,DXB-BOM,A350,300,252,17,0
2023-09-14,DXB-LHR,B777,350,291,22,0
2023-09-14,DXB-JFK,B777,350,287,24,0
2023-09-14,DXB-SIN,A350,300,247,24,0
2023-09-14,DXB-SYD,B777,350,296,11,0
2023-09-14,DXB-BOM,B777,350,293,19,0
2023-09-15,DXB-LHR,B777,350,279,20,0
2023-09-15,DXB-JFK,B777,350,275,21,1
2023-09-15,DXB-SIN,A350,300,233,13,0
2023-09-15,DXB-SYD,B777,350,287,14,0
2023-09-15,DXB-BOM,A380,500,416,15,0
2023-09-16,DXB-LHR,A350,300,245,17,0
2023-09-16,DXB-JFK,A350,300,243,21,0
2023-09-16,DXB-SIN,A380,500,403,20,0
2023-09-16,DXB-SYD,B777,350,276,18,0
2023-09-16,DXB-BOM,A350,300,226,13,0
2023-09-17,DXB-LHR,B777,350,280,23,0
2023-09-17,DXB-JFK,A380,500,375,19,0
2023-09-17,DXB-SIN,A350,300,243,18,0
2023-09-17,DXB-SYD,A380,500,392,35,0
2023-09-17,DXB-BOM,A350,300,249,25,0
2023-09-18,DXB-LHR,A380,500,419,9,0
2023-09-18,DXB-JFK,A350,300,251,15,0
2023-09-18,DXB-SIN,B777,350,279,23,0
2023-09-18,DXB-SYD,B777,350,264,18,0
2023-09-18,DXB-BOM,B777,350,271,28,0
2023-09-19,DXB-LHR,A350,300,225,17,0
2023-09-19,DXB-JFK,A350,300,232,20,0
2023-09-19,DXB-SIN,A350,300,230,14,0
2023-09-19,DXB-SYD,B777,350,279,28,0
2023-09-19,DXB-BOM,A380,500,389,21,0
2023-09-20,DXB-LHR,B777,350,283,20,0
2023-09-20,DXB-JFK,B777,350,282,19,0
2023-09-20,DXB-SIN,B777,350,267,16,0
2023-09-20,DXB-SYD,A350,300,247,15,0
2023-09-20,DXB-BOM,B777,350,282,15,0
2023-09-21,DXB-LHR,A350,300,237,21,0
2023-09-21,DXB-JFK,B777,350,278,20,0
2023-09-21,DXB-SIN,B777,350,278,27,0
2023-09-21,DXB-SYD,A380,500,402,18,0
2023-09-21,DXB-BOM,B777,350,268,18,0
2023-09-22,DXB-LHR,A380,500,394,20,0
2023-09-22,DXB-JFK,B777,350,263,16,0
2023-09-22,DXB-SIN,A350,300,227,16,0
2023-09-22,DXB-SYD,A350,300,243,24,0
2023-09-22,DXB-BOM,B777,350,291,22,0
2023-09-23,DXB-LHR,A380,500,406,17,0
2023-09-23,DXB-JFK,B777,350,272,17,0
2023-09-23,DXB-SIN,A380,500,400,20,0
2023-09-23,DXB-SYD,A350,300,227,27,0
2023-09-23,DXB-BOM,A380,500,405,20,0
2023-09-24,DXB-LHR,A350,300,231,19,0
2023-09-24,DXB-JFK,B777,350,277,12,0
2023-09-24,DXB-SIN,A350,300,242,16,0
2023-09-24,DXB-SYD,A380,500,420,16,0
2023-09-24,DXB-BOM,B777,350,263,22,0
2023-09-25,DXB-LHR,B777,350,281,18,0
2023-09-25,DXB-JFK,A350,300,239,16,0
2023-09-25,DXB-SIN,A380,500,386,13,0
2023-09-25,DXB-SYD,B777,350,295,9,0
2023-09-25,DXB-BOM,B777,350,270,12,0
2023-09-26,DXB-LHR,A350,300,246,23,0
2023-09-26,DXB-JFK,B777,350,266,18,0
2023-09-26,DXB-SIN,A350,300,241,10,0
2023-09-26,DXB-SYD,A380,500,398,13,0
2023-09-26,DXB-BOM,A380,500,400,18,0
2023-09-27,DXB-LHR,A350,300,254,10,0
2023-09-27,DXB-JFK,A380,500,412,11,0
2023-09-27,DXB-SIN,A380,500,399,26,0
2023-09-27,DXB-SYD,B777,350,283,25,0
2023-09-27,DXB-BOM,B777,350,296,16,0
2023-09-28,DXB-LHR,A350,300,253,10,0
2023-09-28,DXB-JFK,A380,500,394,15,0
2023-09-28,DXB-SIN,A350,300,246,17,0
2023-09-28,DXB-SYD,A380,500,424,27,0
2023-09-28,DXB-BOM,A380,500,423,21,0
2023-09-29,DXB-LHR,A350,300,242,18,0
2023-09-29,DXB-JFK,A350,300,236,21,0
2023-09-29,DXB-SIN,A350,300,244,24,0
2023-09-29,DXB-SYD,A350,300,231,14,0
2023-09-29,DXB-BOM,A350,300,251,17,0
2023-09-30,DXB-LHR,A350,300,234,17,0
2023-09-30,DXB-JFK,B777,350,272,11,0
2023-09-30,DXB-SIN,A380,500,409,13,0
2023-09-30,DXB-SYD,A380,500,394,11,0
2023-09-30,DXB-BOM,A350,300,250,16,0
2023-10-01,DXB-LHR,A380,500,417,19,0
2023-10-01,DXB-JFK,A350,300,233,17,0
2023-10-01,DXB-SIN,B777,350,283,12,0
2023-10-01,DXB-SYD,A350,300,251,21,0
2023-10-01,DXB-BOM,A380,500,402,21,0
2023-10-02,DXB-LHR,A350,300,237,13,0
2023-10-02,DXB-JFK,A350,300,234,21,0
2023-10-02,DXB-SIN,A380,500,419,19,0
2023-10-02,DXB-SYD,B777,350,283,14,0
2023-10-02,DXB-BOM,A350,300,232,20,0
2023-10-03,DXB-LHR,A380,500,386,23,0
2023-10-03,DXB-JFK,B777,350,271,22,0
2023-10-03,DXB-SIN,A350,300,234,12,0
2023-10-03,DXB-SYD,B777,350,296,15,0
2023-10-03,DXB-BOM,B777,350,264,16,0
2023-10-04,DXB-LHR,A380,500,400,10,0
2023-10-04,DXB-JFK,A350,300,242,24,0
2023-10-04,DXB-SIN,B777,350,287,15,0
2023-10-04,DXB-SYD,B777,350,274,20,0
2023-10-04,DXB-BOM,B777,350,281,10,0
2023-10-05,DXB-LHR,A350,300,235,28,1
2023-10-05,DXB-JFK,B777,350,285,11,0
2023-10-05,DXB-SIN,B777,350,269,16,0
2023-10-05,DXB-SYD,A380,500,394,15,1
2023-10-05,DXB-BOM,A380,500,397,10,0
2023-10-06,DXB-LHR,A380,500,375,13,0
2023-10-06,DXB-JFK,A350,300,250,16,0
2023-10-06,DXB-SIN,A380,500,416,15,0
2023-10-06,DXB-SYD,B777,350,289,29,0
2023-10-06,DXB-BOM,A350,300,230,23,0
2023-10-07,DXB-LHR,A380,500,386,19,0
2023-10-07,DXB-JFK,A350,300,235,27,0
2023-10-07,DXB-SIN,B777,350,295,17,0
2023-10-07,DXB-SYD,B777,350,274,7,0
2023-10-07,DXB-BOM,B777,350,264,21,0
2023-10-08,DXB-LHR,A380,500,385,15,0
2023-10-08,DXB-JFK,A380,500,394,16,0
2023-10-08,DXB-SIN,B777,350,264,26,0
2023-10-08,DXB-SYD,A380,500,402,15,0
2023-10-08,DXB-BOM,A380,500,378,18,0
2023-10-09,DXB-LHR,B777,350,296,20,0
2023-10-09,DXB-JFK,A380,500,387,21,0
2023-10-09,DXB-SIN,A350,300,233,23,0
2023-10-09,DXB-SYD,A350,300,233,18,0
2023-10-09,DXB-BOM,A380,500,376,18,0
2023-10-10,DXB-LHR,A380,500,407,17,0
2023-10-10,DXB-JFK,A380,500,385,11,0
2023-10-10,DXB-SIN,B777,350,297,17,0
2023-10-10,DXB-SYD,B777,350,265,15,0
2023-10-10,DXB-BOM,A350,300,231,15,0
2023-10-11,DXB-LHR,B777,350,277,14,0
2023-10-11,DXB-JFK,A380,500,381,18,0
2023-10-11,DXB-SIN,A350,300,245,14,0
2023-10-11,DXB-SYD,A380,500,412,21,0
